task_id,asset_id,department,asset_type,asset_age_years,asset_criticality,defect_type,defect_severity,num_open_defects,days_since_defect,days_overdue,maintenance_frequency,days_since_last_maintenance,previous_failures,failures_last_12_months,trains_per_day,goods_trains_per_day,operational_impact,maintenance_duration_hours,urgent
TSK-IR-032015,AST-SNT-01505,S&T,Color Light Signal (LED Unit),5.5,CRITICAL,Signal Post Alignment Deviation,LOW,3,18,27,Monthly,63,7,3,115,64,HIGH,1.44,0
TSK-IR-032016,AST-SNT-01033,S&T,Signalling Power Supply / IPS,8.5,HIGH,Battery Bank Individual Cell Voltage Low,HIGH,1,19,26,Half-Yearly,216,2,1,157,81,CRITICAL,2.75,1
TSK-IR-032017,AST-SNT-01706,S&T,Color Light Signal (LED Unit),5.0,MEDIUM,Transformer ECR Current Drop,HIGH,1,8,1,Monthly,41,1,1,71,32,LOW,1.87,0
TSK-IR-032018,AST-SNT-02224,S&T,Electronic Interlocking (EI Rack),1.8,CRITICAL,Standby CPU Card Health Mismatch,HIGH,2,13,1,Quarterly,100,1,0,51,11,MEDIUM,3.68,0
TSK-IR-032019,AST-ENG-00290,Engineering,Rails (60kg/52kg),8.7,CRITICAL,Gauge Corner Cracking (GCC),MEDIUM,1,26,6,Fortnightly,29,4,1,144,61,CRITICAL,4.13,0
TSK-IR-032020,AST-TRD-02013,Traction,Auto Tensioning Device (ATD 3:1 Pulley),12.7,CRITICAL,Stainless Steel Wire Rope Strands Snapped,HIGH,2,12,7,Half-Yearly,184,3,1,174,67,CRITICAL,3.08,1
TSK-IR-032021,AST-ENG-03777,Engineering,Girder Bridge / Culvert Bearing,21.0,HIGH,Expansion Joint Choked with Debris,HIGH,6,7,0,Quarterly,89,4,0,139,63,CRITICAL,5.58,0
TSK-IR-032022,AST-ENG-01362,Engineering,Prestressed Concrete Sleepers (PSC),22.6,MEDIUM,Center Bound Cracking Under Dynamic Load,HIGH,2,16,11,Quarterly,100,6,1,166,84,HIGH,2.28,0
TSK-IR-032023,AST-SNT-03007,S&T,DC Track Circuit (TC),15.2,HIGH,Track Relay Drop / False Occupancy,CRITICAL,2,6,6,Monthly,45,2,1,132,73,CRITICAL,2.11,1
TSK-IR-032024,AST-ENG-03635,Engineering,Glued Insulated Rail Joint (GJ),6.5,CRITICAL,Electrical Insulation Resistance Drop,MEDIUM,1,45,8,Quarterly,97,3,1,52,12,MEDIUM,3.1,0
TSK-IR-032025,AST-SNT-02264,S&T,Electric Point Machine (IRS/Siemens),10.1,CRITICAL,Friction Clutch Slippage / Over-Torque,MEDIUM,1,27,5,Weekly,8,4,2,113,61,HIGH,1.88,0
TSK-IR-032026,AST-TRD-01214,Traction,Cantilever Assembly & Regulating Bracket,7.5,MEDIUM,Porcelain / Composite Insulator Flashover Tracking,HIGH,4,32,0,Quarterly,98,2,0,25,9,LOW,3.82,0
TSK-IR-032027,AST-SNT-00308,S&T,Electric Point Machine (IRS/Siemens),2.9,HIGH,Friction Clutch Slippage / Over-Torque,MEDIUM,5,30,0,Fortnightly,22,2,0,102,54,CRITICAL,2.24,0
TSK-IR-032028,AST-TRD-01539,Traction,Section Insulator Assembly,5.1,MEDIUM,Section Insulator Sag / Level Defect,MEDIUM,2,27,0,Quarterly,88,3,3,53,9,LOW,2.32,0
TSK-IR-032029,AST-ENG-00900,Engineering,Ballast Cushion & Formation,11.5,MEDIUM,Ballast Deficiency & Caking,HIGH,1,32,5,Half-Yearly,190,3,2,35,11,LOW,3.58,0
TSK-IR-032030,AST-SNT-02607,S&T,Color Light Signal (LED Unit),5.2,MEDIUM,Current Sensor Threshold Mismatch / Blank Signal,HIGH,2,8,0,Monthly,41,2,0,37,6,LOW,2.16,0
TSK-IR-032031,AST-SNT-00576,S&T,Electric Point Machine (IRS/Siemens),6.3,HIGH,Drive Motor High Current Draw / Stall,HIGH,4,36,12,Monthly,46,2,1,35,13,HIGH,2.12,1
TSK-IR-032032,AST-TRD-00848,Traction,Contact Wire (107/150 sq mm Cu),6.9,HIGH,Severe Contact Wire Wear (>20% cross-section),HIGH,1,12,0,Monthly,34,3,2,30,9,MEDIUM,3.19,0
TSK-IR-032033,AST-ENG-01887,Engineering,Switch Expansion Joint (SEJ),9.6,MEDIUM,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,3,5,5,Fortnightly,19,2,1,157,69,MEDIUM,2.93,0
TSK-IR-032034,AST-TRD-02887,Traction,Contact Wire (107/150 sq mm Cu),10.7,MEDIUM,Local Kink / Arc Blemish,MEDIUM,1,15,0,Monthly,36,1,1,65,28,LOW,3.23,0
TSK-IR-032035,AST-SNT-02473,S&T,Color Light Signal (LED Unit),8.8,LOW,Current Sensor Threshold Mismatch / Blank Signal,CRITICAL,1,3,0,Monthly,26,3,0,34,11,LOW,2.06,0
TSK-IR-032036,AST-ENG-03354,Engineering,Ballast Cushion & Formation,9.6,HIGH,Ballast Deficiency & Caking,MEDIUM,3,30,16,Annual,385,3,2,143,76,HIGH,3.86,0
TSK-IR-032037,AST-SNT-03127,S&T,Signalling Power Supply / IPS,4.9,HIGH,Inverter Module Fault / Load Transfer,CRITICAL,5,3,5,Quarterly,107,1,0,150,58,CRITICAL,3.87,1
TSK-IR-032038,AST-ENG-02133,Engineering,Prestressed Concrete Sleepers (PSC),18.1,CRITICAL,Center Bound Cracking Under Dynamic Load,CRITICAL,2,6,3,Quarterly,101,8,3,26,5,HIGH,2.75,1
TSK-IR-032039,AST-ENG-00453,Engineering,Prestressed Concrete Sleepers (PSC),9.3,MEDIUM,Longitudinal Sleeper Cracking,HIGH,1,24,2,Half-Yearly,186,4,1,74,40,MEDIUM,3.84,0
TSK-IR-032040,AST-ENG-02424,Engineering,Girder Bridge / Culvert Bearing,16.9,CRITICAL,Rocker / Roller Bearing Seizure,CRITICAL,1,7,6,Annual,372,1,0,144,53,HIGH,4.56,1
TSK-IR-032041,AST-ENG-03804,Engineering,Prestressed Concrete Sleepers (PSC),12.3,CRITICAL,Rail Seat Abrasion & Deterioration,HIGH,3,12,2,Monthly,28,10,0,98,34,HIGH,2.87,1
TSK-IR-032042,AST-TRD-00467,Traction,Section Insulator Assembly,5.0,CRITICAL,Insulator Glaze Puncture / Flashover Mark,HIGH,1,11,0,Monthly,30,3,1,130,45,HIGH,2.69,1
TSK-IR-032043,AST-ENG-02073,Engineering,Girder Bridge / Culvert Bearing,27.0,MEDIUM,Expansion Joint Choked with Debris,MEDIUM,1,21,0,Half-Yearly,180,9,3,139,60,MEDIUM,3.31,0
TSK-IR-032044,AST-ENG-03555,Engineering,Rails (60kg/52kg),10.3,HIGH,Squat (Rolling Contact Fatigue),MEDIUM,2,36,0,Fortnightly,11,2,1,101,45,HIGH,4.65,0
TSK-IR-032045,AST-ENG-02358,Engineering,Glued Insulated Rail Joint (GJ),2.7,HIGH,Insulating End Post Crushed,MEDIUM,4,21,13,Fortnightly,39,0,0,139,72,CRITICAL,2.51,0
TSK-IR-032046,AST-ENG-00461,Engineering,Glued Insulated Rail Joint (GJ),3.0,HIGH,Insulating End Post Crushed,CRITICAL,3,8,5,Fortnightly,29,3,2,123,43,HIGH,3.05,1
TSK-IR-032047,AST-TRD-00053,Traction,Cantilever Assembly & Regulating Bracket,3.8,MEDIUM,Porcelain / Composite Insulator Flashover Tracking,HIGH,2,7,22,Annual,389,0,0,146,55,HIGH,3.34,0
TSK-IR-032048,AST-ENG-04041,Engineering,Ballast Cushion & Formation,13.6,MEDIUM,Ballast Deficiency & Caking,HIGH,1,21,0,Annual,372,6,1,85,40,LOW,6.66,0
TSK-IR-032049,AST-SNT-01459,S&T,Electric Point Machine (IRS/Siemens),5.1,MEDIUM,Friction Clutch Slippage / Over-Torque,HIGH,3,10,4,Fortnightly,17,2,1,119,56,HIGH,2.83,0
TSK-IR-032050,AST-ENG-00368,Engineering,Prestressed Concrete Sleepers (PSC),23.4,MEDIUM,Longitudinal Sleeper Cracking,LOW,1,32,0,Monthly,38,8,2,122,51,MEDIUM,3.6,0
TSK-IR-032051,AST-TRD-00201,Traction,Cantilever Assembly & Regulating Bracket,10.8,MEDIUM,Porcelain / Composite Insulator Flashover Tracking,CRITICAL,2,18,0,Half-Yearly,186,4,2,44,7,LOW,2.99,0
TSK-IR-032052,AST-TRD-02068,Traction,Section Insulator Assembly,8.0,CRITICAL,Section Insulator Sag / Level Defect,HIGH,2,7,0,Monthly,39,5,1,195,75,CRITICAL,3.97,1
TSK-IR-032053,AST-ENG-00217,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),5.2,CRITICAL,Nose of Crossing Severe Wear,MEDIUM,4,35,2,Fortnightly,17,4,0,112,52,HIGH,4.81,0
TSK-IR-032054,AST-SNT-01954,S&T,Digital Axle Counter (MSDAC/SSDAC),8.9,HIGH,Wheel Sensor Detection Coil Misalignment,CRITICAL,2,10,0,Quarterly,101,4,1,173,94,CRITICAL,3.09,1
TSK-IR-032055,AST-TRD-01510,Traction,Traction Power Transformer (25kV/21.6MVA),18.9,CRITICAL,Dissolved Gas Analysis (DGA) Acetylene Surge,HIGH,6,13,15,Quarterly,115,5,2,159,81,HIGH,5.71,1
TSK-IR-032056,AST-SNT-01772,S&T,Electronic Interlocking (EI Rack),5.4,CRITICAL,Standby CPU Card Health Mismatch,HIGH,3,21,0,Monthly,42,6,4,136,60,CRITICAL,4.28,1
TSK-IR-032057,AST-TRD-00628,Traction,Cantilever Assembly & Regulating Bracket,4.5,HIGH,Swivelling Clip Stiff / Jammed,HIGH,1,14,0,Half-Yearly,192,3,1,119,51,CRITICAL,2.37,1
TSK-IR-032058,AST-TRD-00391,Traction,Auto Tensioning Device (ATD 3:1 Pulley),6.6,MEDIUM,X-Y Dimension Out of Temperature Chart Limit,HIGH,2,10,12,Half-Yearly,197,4,2,47,16,LOW,3.12,0
TSK-IR-032059,AST-ENG-00934,Engineering,Girder Bridge / Culvert Bearing,6.7,MEDIUM,Bed Block Structural Crack,HIGH,4,12,27,Quarterly,126,0,1,70,37,MEDIUM,4.95,0
TSK-IR-032060,AST-SNT-03352,S&T,Electronic Interlocking (EI Rack),7.4,HIGH,Vital Input/Output Card Communication Error,HIGH,2,15,1,Quarterly,87,2,1,173,63,CRITICAL,3.02,1
TSK-IR-032061,AST-ENG-02888,Engineering,Elastic Rail Clip & Fastenings,6.5,CRITICAL,Liner Missing / Crushed,LOW,1,44,0,Monthly,37,3,1,28,9,MEDIUM,1.06,0
TSK-IR-032062,AST-ENG-03539,Engineering,Rails (60kg/52kg),13.6,HIGH,Thermit Weld Defect,HIGH,1,23,4,Monthly,37,2,1,34,8,MEDIUM,3.96,0
TSK-IR-032063,AST-TRD-02258,Traction,Section Insulator Assembly,7.5,HIGH,Insulator Glaze Puncture / Flashover Mark,CRITICAL,2,8,9,Monthly,43,1,1,58,12,HIGH,2.76,1
TSK-IR-032064,AST-ENG-02720,Engineering,Girder Bridge / Culvert Bearing,11.4,HIGH,Expansion Joint Choked with Debris,LOW,3,44,0,Annual,364,5,3,168,68,CRITICAL,6.17,0
TSK-IR-032065,AST-TRD-01373,Traction,Cantilever Assembly & Regulating Bracket,10.2,HIGH,Stay Arm / Bracket Tube Corrosion,HIGH,1,33,0,Quarterly,88,1,0,124,56,CRITICAL,2.68,0
TSK-IR-032066,AST-ENG-00859,Engineering,Ballast Cushion & Formation,22.1,MEDIUM,Slack Packing & Void Under Sleepers,MEDIUM,1,46,2,Quarterly,101,10,0,99,52,MEDIUM,2.65,0
TSK-IR-032067,AST-TRD-00322,Traction,Traction Power Transformer (25kV/21.6MVA),18.8,CRITICAL,Dissolved Gas Analysis (DGA) Acetylene Surge,HIGH,3,13,1,Quarterly,101,5,2,16,4,LOW,7.0,0
TSK-IR-032068,AST-ENG-02490,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),11.0,MEDIUM,Stock Rail Gauge Corner Cut,HIGH,3,8,6,Monthly,47,2,1,52,8,LOW,3.97,0
TSK-IR-032069,AST-TRD-00998,Traction,25kV Vacuum Circuit Breaker (VCB),15.1,MEDIUM,Vacuum Bottle Contact Resistance High,CRITICAL,3,4,0,Annual,362,4,3,137,57,MEDIUM,4.35,0
TSK-IR-032070,AST-SNT-00917,S&T,Color Light Signal (LED Unit),8.0,HIGH,Signal Post Alignment Deviation,MEDIUM,1,5,0,Monthly,29,5,2,130,63,HIGH,0.71,0
TSK-IR-032071,AST-ENG-01467,Engineering,Rails (60kg/52kg),6.7,CRITICAL,Thermit Weld Defect,HIGH,2,15,5,Quarterly,94,3,0,88,35,HIGH,3.26,1
TSK-IR-032072,AST-ENG-01649,Engineering,Ballast Cushion & Formation,11.6,MEDIUM,Ballast Deficiency & Caking,HIGH,1,7,2,Annual,376,4,1,64,16,LOW,5.7,0
TSK-IR-032073,AST-TRD-00881,Traction,Section Insulator Assembly,3.4,MEDIUM,Section Insulator Sag / Level Defect,HIGH,4,9,16,Quarterly,115,2,0,41,12,LOW,3.79,0
TSK-IR-032074,AST-SNT-02646,S&T,Electronic Interlocking (EI Rack),1.7,HIGH,Vital Input/Output Card Communication Error,HIGH,3,11,5,Quarterly,107,1,1,163,64,HIGH,2.61,0
TSK-IR-032075,AST-ENG-01756,Engineering,Girder Bridge / Culvert Bearing,34.2,MEDIUM,Expansion Joint Choked with Debris,MEDIUM,2,52,1,Annual,368,7,3,33,6,LOW,5.54,0
TSK-IR-032076,AST-TRD-00093,Traction,25kV Vacuum Circuit Breaker (VCB),7.1,LOW,Trip Coil Timing Exceeds Tolerance,CRITICAL,1,5,0,Annual,372,3,1,87,45,LOW,3.29,0
TSK-IR-032077,AST-SNT-02097,S&T,Electric Point Machine (IRS/Siemens),6.9,CRITICAL,Drive Motor High Current Draw / Stall,HIGH,2,10,0,Monthly,31,2,0,155,68,HIGH,2.98,0
TSK-IR-032078,AST-TRD-01165,Traction,Catenary Wire (65/125 sq mm),18.0,MEDIUM,Strand Severed / Loose Outer Strand,CRITICAL,3,2,0,Half-Yearly,190,7,3,10,2,LOW,3.51,0
TSK-IR-032079,AST-TRD-00922,Traction,Traction Power Transformer (25kV/21.6MVA),24.4,CRITICAL,Silica Gel Breather Saturated & Moisture Ingress,MEDIUM,2,19,15,Half-Yearly,205,7,1,40,9,MEDIUM,6.21,0
TSK-IR-032080,AST-ENG-01886,Engineering,Prestressed Concrete Sleepers (PSC),20.8,MEDIUM,Rail Seat Abrasion & Deterioration,HIGH,2,23,4,Monthly,38,3,0,129,67,HIGH,3.74,0
TSK-IR-032081,AST-TRD-01939,Traction,Cantilever Assembly & Regulating Bracket,11.8,HIGH,Swivelling Clip Stiff / Jammed,MEDIUM,1,25,0,Quarterly,87,1,0,151,66,HIGH,2.27,0
TSK-IR-032082,AST-ENG-01433,Engineering,Switch Expansion Joint (SEJ),0.9,CRITICAL,Roller Plate Seized / Jammed,HIGH,5,14,7,Monthly,41,3,0,106,60,HIGH,2.84,1
TSK-IR-032083,AST-TRD-01265,Traction,Contact Wire (107/150 sq mm Cu),8.1,HIGH,Contact Wire Height & Stagger Deviation,MEDIUM,1,35,7,Half-Yearly,185,1,0,44,8,MEDIUM,3.27,0
TSK-IR-032084,AST-ENG-00264,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),4.4,HIGH,Tongue Rail Chipping / Wear,MEDIUM,2,22,0,Fortnightly,11,1,0,120,51,HIGH,3.66,0
TSK-IR-032085,AST-ENG-03270,Engineering,Switch Expansion Joint (SEJ),11.4,CRITICAL,Roller Plate Seized / Jammed,HIGH,5,21,0,Fortnightly,19,5,1,129,57,HIGH,3.4,1
TSK-IR-032086,AST-ENG-02454,Engineering,Prestressed Concrete Sleepers (PSC),23.2,MEDIUM,Center Bound Cracking Under Dynamic Load,CRITICAL,1,3,6,Monthly,44,6,1,62,15,LOW,2.28,0
TSK-IR-032087,AST-SNT-02829,S&T,DC Track Circuit (TC),7.7,CRITICAL,Bond Wire Severed / High Resistance,HIGH,3,8,0,Fortnightly,19,5,2,64,19,HIGH,2.71,1
TSK-IR-032088,AST-SNT-03140,S&T,Electronic Interlocking (EI Rack),6.1,HIGH,Vital Input/Output Card Communication Error,CRITICAL,1,8,6,Monthly,34,0,1,40,15,MEDIUM,2.44,0
TSK-IR-032089,AST-TRD-02618,Traction,Auto Tensioning Device (ATD 3:1 Pulley),13.9,CRITICAL,X-Y Dimension Out of Temperature Chart Limit,HIGH,6,28,17,Monthly,44,8,5,25,9,MEDIUM,3.2,0
TSK-IR-032090,AST-SNT-03374,S&T,Color Light Signal (LED Unit),4.1,MEDIUM,Signal Post Alignment Deviation,LOW,1,65,10,Quarterly,102,2,1,53,8,LOW,1.35,0
TSK-IR-032091,AST-TRD-02232,Traction,Auto Tensioning Device (ATD 3:1 Pulley),6.0,LOW,Stainless Steel Wire Rope Strands Snapped,CRITICAL,1,12,1,Half-Yearly,193,2,1,53,17,LOW,2.86,0
TSK-IR-032092,AST-ENG-00933,Engineering,Elastic Rail Clip & Fastenings,7.2,MEDIUM,Fastening Bolt Sheared,HIGH,2,18,3,Fortnightly,19,2,2,49,14,LOW,1.63,0
TSK-IR-032093,AST-SNT-03323,S&T,Electric Point Machine (IRS/Siemens),6.7,CRITICAL,Lock Bar & Split Pin Obstruction,CRITICAL,3,9,3,Fortnightly,17,2,1,147,66,CRITICAL,2.64,1
TSK-IR-032094,AST-ENG-00977,Engineering,Elastic Rail Clip & Fastenings,8.4,HIGH,Liner Missing / Crushed,LOW,2,51,2,Monthly,34,5,1,168,75,CRITICAL,2.41,0
TSK-IR-032095,AST-SNT-01204,S&T,Interlocked Level Crossing (LC Gate),8.8,MEDIUM,Circuit Closer Contact Chattering,HIGH,4,10,2,Fortnightly,26,1,0,42,8,LOW,3.05,0
TSK-IR-032096,AST-TRD-02148,Traction,Cantilever Assembly & Regulating Bracket,16.4,MEDIUM,Porcelain / Composite Insulator Flashover Tracking,CRITICAL,4,4,0,Quarterly,90,5,3,43,16,LOW,3.16,0
TSK-IR-032097,AST-TRD-00745,Traction,Catenary Wire (65/125 sq mm),10.0,HIGH,Strand Severed / Loose Outer Strand,CRITICAL,5,4,0,Annual,374,4,2,167,68,CRITICAL,3.52,1
TSK-IR-032098,AST-SNT-03330,S&T,Signalling Power Supply / IPS,4.4,CRITICAL,Battery Bank Individual Cell Voltage Low,HIGH,3,16,7,Quarterly,104,1,1,160,64,HIGH,2.59,1
TSK-IR-032099,AST-ENG-01797,Engineering,Girder Bridge / Culvert Bearing,17.6,CRITICAL,Bearing Greasing Depletion & Tilt,MEDIUM,3,18,10,Half-Yearly,196,1,0,176,74,CRITICAL,5.05,0
TSK-IR-032100,AST-TRD-02681,Traction,Neutral Section (PTFE type),7.3,HIGH,Transition Joint Loose / Uneven,MEDIUM,4,17,3,Quarterly,105,2,1,107,48,HIGH,3.21,0
TSK-IR-032101,AST-SNT-01237,S&T,Color Light Signal (LED Unit),3.3,HIGH,Current Sensor Threshold Mismatch / Blank Signal,CRITICAL,1,3,3,Quarterly,90,4,2,44,8,HIGH,2.56,1
TSK-IR-032102,AST-SNT-01152,S&T,DC Track Circuit (TC),10.0,LOW,Track Relay Drop / False Occupancy,MEDIUM,1,33,2,Monthly,36,1,0,14,3,LOW,1.72,0
TSK-IR-032103,AST-SNT-01662,S&T,Electronic Interlocking (EI Rack),6.9,CRITICAL,Optical Fiber Communication Loss,HIGH,3,5,15,Quarterly,114,5,2,35,7,MEDIUM,5.08,0
TSK-IR-032104,AST-SNT-03336,S&T,DC Track Circuit (TC),16.3,HIGH,Ballast Resistance Low in Rain,HIGH,4,18,0,Weekly,19,2,1,32,5,HIGH,2.71,0
TSK-IR-032105,AST-ENG-00603,Engineering,Switch Expansion Joint (SEJ),1.8,MEDIUM,SEJ Gap Beyond Permissible Thermal Limit,CRITICAL,1,12,3,Monthly,43,6,2,107,52,MEDIUM,3.35,0
TSK-IR-032106,AST-TRD-02392,Traction,Neutral Section (PTFE type),7.0,CRITICAL,Transition Joint Loose / Uneven,HIGH,3,11,0,Quarterly,88,3,1,64,14,HIGH,4.26,0
TSK-IR-032107,AST-ENG-02155,Engineering,Ballast Cushion & Formation,5.7,HIGH,Mud Pumping & Foul Ballast in Monsoon,HIGH,1,24,0,Half-Yearly,188,2,1,17,5,MEDIUM,3.6,0
TSK-IR-032108,AST-SNT-03493,S&T,Electric Point Machine (IRS/Siemens),7.5,HIGH,Lock Bar & Split Pin Obstruction,CRITICAL,2,1,1,Monthly,28,4,2,44,15,MEDIUM,3.27,0
TSK-IR-032109,AST-TRD-00843,Traction,Neutral Section (PTFE type),4.6,MEDIUM,Transition Joint Loose / Uneven,HIGH,5,5,0,Monthly,38,3,1,131,75,HIGH,3.52,1
TSK-IR-032110,AST-TRD-00180,Traction,Traction Power Transformer (25kV/21.6MVA),4.4,HIGH,Bushing Oil Leakage & Thermal Hotspot,CRITICAL,3,20,0,Quarterly,88,1,1,25,8,MEDIUM,5.75,1
TSK-IR-032111,AST-SNT-01979,S&T,DC Track Circuit (TC),4.0,CRITICAL,Track Relay Drop / False Occupancy,MEDIUM,1,32,8,Weekly,13,4,0,161,63,CRITICAL,1.39,0
TSK-IR-032112,AST-ENG-01398,Engineering,Rails (60kg/52kg),8.2,HIGH,Shelling & Spalling,MEDIUM,1,15,3,Monthly,40,2,2,86,43,HIGH,1.92,0
TSK-IR-032113,AST-SNT-01085,S&T,Electric Point Machine (IRS/Siemens),3.8,MEDIUM,Friction Clutch Slippage / Over-Torque,MEDIUM,1,26,32,Fortnightly,45,3,0,93,45,MEDIUM,2.12,0
TSK-IR-032114,AST-TRD-00520,Traction,Catenary Wire (65/125 sq mm),23.5,HIGH,Corrosive Pitting Near Industrial Area,MEDIUM,2,34,11,Half-Yearly,193,5,2,27,6,MEDIUM,3.92,1
TSK-IR-032115,AST-SNT-03162,S&T,Interlocked Level Crossing (LC Gate),15.8,CRITICAL,Winch Wire Rope Frayed,MEDIUM,2,36,0,Weekly,10,4,1,119,44,HIGH,1.89,0
TSK-IR-032116,AST-SNT-01231,S&T,Color Light Signal (LED Unit),3.7,HIGH,LED Aspect Cluster Partial Failure (>20%),HIGH,4,18,3,Monthly,40,4,0,29,6,MEDIUM,2.76,0
TSK-IR-032117,AST-ENG-04248,Engineering,Girder Bridge / Culvert Bearing,25.8,CRITICAL,Bed Block Structural Crack,CRITICAL,4,12,9,Half-Yearly,201,10,2,29,9,MEDIUM,6.6,1
TSK-IR-032118,AST-TRD-01493,Traction,25kV Vacuum Circuit Breaker (VCB),9.7,CRITICAL,Trip Coil Timing Exceeds Tolerance,CRITICAL,1,16,12,Quarterly,112,1,1,140,73,HIGH,2.83,0
TSK-IR-032119,AST-TRD-02538,Traction,Auto Tensioning Device (ATD 3:1 Pulley),7.8,CRITICAL,X-Y Dimension Out of Temperature Chart Limit,HIGH,6,13,13,Half-Yearly,204,4,1,22,4,MEDIUM,3.89,1
TSK-IR-032120,AST-TRD-00745,Traction,Catenary Wire (65/125 sq mm),10.0,HIGH,Strand Severed / Loose Outer Strand,CRITICAL,2,10,0,Half-Yearly,187,2,1,50,13,MEDIUM,3.33,1
TSK-IR-032121,AST-SNT-00143,S&T,DC Track Circuit (TC),12.0,MEDIUM,Bond Wire Severed / High Resistance,CRITICAL,2,8,1,Monthly,38,3,2,110,45,MEDIUM,2.41,0
TSK-IR-032122,AST-SNT-01551,S&T,Digital Axle Counter (MSDAC/SSDAC),6.2,MEDIUM,Evaluator Card Processing Fault,CRITICAL,4,9,4,Quarterly,96,4,1,108,59,MEDIUM,3.98,0
TSK-IR-032123,AST-SNT-02846,S&T,Digital Axle Counter (MSDAC/SSDAC),7.7,HIGH,Telegram Transmission Bit Error / Reset Trip,CRITICAL,3,2,9,Quarterly,100,4,1,192,110,CRITICAL,3.47,1
TSK-IR-032124,AST-TRD-01925,Traction,Catenary Wire (65/125 sq mm),19.3,CRITICAL,Strand Severed / Loose Outer Strand,CRITICAL,1,16,7,Half-Yearly,197,6,5,31,11,MEDIUM,3.63,1
TSK-IR-032125,AST-ENG-01916,Engineering,Glued Insulated Rail Joint (GJ),3.4,CRITICAL,Fishplate Bolt Loose / Sheared,CRITICAL,3,6,9,Quarterly,100,4,2,93,53,HIGH,3.01,1
TSK-IR-032126,AST-ENG-01567,Engineering,Ballast Cushion & Formation,11.7,MEDIUM,Slack Packing & Void Under Sleepers,MEDIUM,1,25,11,Annual,385,3,0,151,73,MEDIUM,4.89,0
TSK-IR-032127,AST-SNT-01684,S&T,Electric Point Machine (IRS/Siemens),7.8,CRITICAL,Point Detection Contact Carbonization,HIGH,2,16,2,Monthly,39,1,0,102,46,HIGH,2.28,1
TSK-IR-032128,AST-ENG-00506,Engineering,Prestressed Concrete Sleepers (PSC),15.1,HIGH,Longitudinal Sleeper Cracking,MEDIUM,1,12,0,Monthly,29,3,1,92,36,HIGH,1.86,0
TSK-IR-032129,AST-TRD-01321,Traction,Neutral Section (PTFE type),7.1,HIGH,Arcing Horn Burnout & Gap Excessive,CRITICAL,1,5,3,Monthly,29,3,2,134,54,HIGH,4.65,1
TSK-IR-032130,AST-ENG-02160,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),8.1,HIGH,Stock Rail Gauge Corner Cut,MEDIUM,1,18,8,Monthly,45,1,0,48,15,MEDIUM,4.04,0
TSK-IR-032131,AST-ENG-01157,Engineering,Prestressed Concrete Sleepers (PSC),22.9,MEDIUM,Longitudinal Sleeper Cracking,MEDIUM,1,27,15,Monthly,56,5,4,127,70,HIGH,3.07,0
TSK-IR-032132,AST-SNT-02785,S&T,Electronic Interlocking (EI Rack),3.8,HIGH,Optical Fiber Communication Loss,CRITICAL,4,8,1,Monthly,30,4,1,60,22,HIGH,4.02,1
TSK-IR-032133,AST-ENG-02620,Engineering,Glued Insulated Rail Joint (GJ),1.4,HIGH,Insulating End Post Crushed,MEDIUM,1,27,25,Fortnightly,48,3,0,161,68,HIGH,3.05,0
TSK-IR-032134,AST-ENG-03224,Engineering,Prestressed Concrete Sleepers (PSC),8.0,MEDIUM,Rail Seat Abrasion & Deterioration,HIGH,1,15,8,Half-Yearly,196,3,2,124,66,MEDIUM,2.82,0
TSK-IR-032135,AST-TRD-00184,Traction,25kV Vacuum Circuit Breaker (VCB),1.2,CRITICAL,Auxiliary Switch Chatter / Oxidation,LOW,1,29,0,Quarterly,88,1,0,63,15,HIGH,2.66,0
TSK-IR-032136,AST-ENG-01533,Engineering,Glued Insulated Rail Joint (GJ),1.7,CRITICAL,Electrical Insulation Resistance Drop,MEDIUM,2,29,3,Fortnightly,15,3,1,10,2,LOW,1.82,0
TSK-IR-032137,AST-ENG-03314,Engineering,Turnout / Points & Crossing (1 in 12 / 1 in 8.5),6.9,HIGH,Stock Rail Gauge Corner Cut,HIGH,3,14,0,Fortnightly,19,6,5,36,8,LOW,4.96,0
TSK-IR-032138,AST-SNT-00070,S&T,Electronic Interlocking (EI Rack),6.5,CRITICAL,Standby CPU Card Health Mismatch,HIGH,3,22,0,Quarterly,95,1,2,43,13,MEDIUM,2.84,0
TSK-IR-032139,AST-SNT-02271,S&T,Signalling Power Supply / IPS,11.5,CRITICAL,Inverter Module Fault / Load Transfer,CRITICAL,1,5,3,Half-Yearly,181,6,2,64,25,MEDIUM,2.36,1
TSK-IR-032140,AST-ENG-02837,Engineering,Ballast Cushion & Formation,18.5,MEDIUM,Ballast Deficiency & Caking,HIGH,4,10,0,Half-Yearly,189,7,3,53,19,LOW,4.02,0
TSK-IR-032141,AST-SNT-01723,S&T,Color Light Signal (LED Unit),2.4,MEDIUM,Current Sensor Threshold Mismatch / Blank Signal,HIGH,1,22,0,Quarterly,100,1,0,29,7,LOW,2.12,0
