asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality,asset_criticality_score,scheduled_services_count_proxy,traffic_percentile,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,operational_impact_score,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_365d,failures_last_90d,failures_last_30d,same_defect_recurrences_365d,inspection_image_available,total_events_logged,last_recorded_event_id,last_recorded_date
AST-001819,Engineering,Sleeper/Fastening Zone,track gauge and stability,PWBN,PAWAI BROHMASTHAN HALT,ECR,Jharkhand,SEC-PWBN-RMPR,6.1,MEDIUM,57.2,14.0,0.3381,7.0,1,5.0,40.9,30.0,275,245.0,0,0,0,0,0,4,EVT-0008933,2026-06-28
AST-001820,Traction,Circuit Breaker/Interrupter,traction protection and isolation,MBM,MAMBALAM,SR,Tamil Nadu,SEC-MBM-SP,2.7,HIGH,75.6,118.0,0.8794,2.0,0,74.0,75.3,30.0,305,275.0,0,0,0,0,1,4,EVT-0005891,2025-12-31
AST-001821,Traction,OHE Contact/Catenary,traction power collection,HW,HARIDWAR JN,NR,Uttarakhand,SEC-HW-JWP,4.7,HIGH,69.8,68.0,0.7271,2.0,1,29.0,53.4,30.0,380,350.0,0,0,0,0,1,6,EVT-0007768,2026-04-20
AST-001823,S&T,Point Machine,route setting,MWA,MANDWA,CR,Madhya Pradesh,SEC-MWA-NPNR,15.1,CRITICAL,80.6,139.0,0.9256,3.0,1,62.0,71.1,14.0,77,63.0,2,1,0,1,0,4,EVT-0005298,2025-11-25
AST-001824,S&T,Point Machine,route setting,MSHM,MAHESANA,WR,Gujarat,SEC-MSHM-MSHF,5.4,HIGH,69.3,23.0,0.4513,2.0,0,15.0,50.1,14.0,180,166.0,1,0,0,1,1,3,EVT-0006630,2026-02-12
AST-001825,S&T,Electronic Interlocking,route locking and conflict prevention,BLD,BHILAD,WR,Gujarat,SEC-BLD-KEB,11.9,CRITICAL,90.8,182.0,0.9764,2.0,0,141.0,84.4,30.0,89,59.0,1,1,0,0,1,4,EVT-0007767,2026-04-20
AST-001826,S&T,Point Machine,route setting,NGB,NAWABGANJ GONDA,NER,Uttar Pradesh,SEC-NGB-GNAN,7.0,HIGH,66.5,18.0,0.3888,2.0,0,10.0,46.0,14.0,27,13.0,0,0,0,0,0,1,EVT-0008957,2026-06-30
AST-001827,Engineering,Points & Crossing,route setting and derailment prevention,MXY,MAHUARIYA,ECR,Uttar Pradesh,SEC-MXY-DXN,4.8,HIGH,69.6,21.0,0.4264,2.0,0,12.0,48.9,14.0,9,0.0,1,0,0,1,0,5,EVT-0008855,2026-06-24
AST-001828,S&T,Colour Light Signal,movement authority indication,CHDX,CHHADA,SECR,Madhya Pradesh,SEC-CHDX-BUH,8.3,HIGH,65.8,11.0,0.2819,6.0,1,4.0,40.0,30.0,66,36.0,0,0,0,0,1,1,EVT-0000584,2025-02-04
AST-001829,Engineering,Points & Crossing,route setting and derailment prevention,KRO,KURAWAN,WCR,Madhya Pradesh,SEC-KRO-KKN,5.2,CRITICAL,80.6,139.0,0.9256,2.0,0,82.0,79.1,14.0,13,0.0,0,0,0,0,1,3,EVT-0005194,2025-11-19
AST-001830,Engineering,Level Crossing Surface,road-rail interface,J,JALNA,SCR,Maharashtra,SEC-J-SVD,12.8,HIGH,61.6,42.0,0.6015,2.0,0,25.0,56.5,30.0,329,299.0,0,0,0,0,0,4,EVT-0008428,2026-05-28
AST-001831,Traction,Circuit Breaker/Interrupter,traction protection and isolation,SVA,SUWASRA,WR,Madhya Pradesh,SEC-SVA-NKH,2.6,HIGH,75.9,100.0,0.8298,2.0,0,63.0,72.6,30.0,536,506.0,0,0,0,0,1,3,EVT-0009189,2026-07-14
AST-001832,Engineering,Ballast/Formation Zone,track geometry and drainage,DTE,DEULTI,SER,West Bengal,SEC-DTE-GGTA,8.3,HIGH,65.4,182.0,0.9764,3.0,1,91.0,70.1,60.0,125,65.0,0,0,0,0,0,2,EVT-0008590,2026-06-06
AST-001833,Traction,OHE Contact/Catenary,traction power collection,DCTL,DOMBIVLI CTL,CR,Maharashtra,SEC-DCTL-DWJN,9.7,MEDIUM,55.8,6.0,0.1827,9.0,1,2.0,32.0,30.0,52,22.0,0,0,0,0,1,2,EVT-0009593,2026-08-08
AST-001834,Engineering,Rail/Track Section,direct train running safety,NJN,NAOJAN,NFR,Assam,SEC-NJN-SZR,10.3,HIGH,63.8,38.0,0.5758,2.0,1,16.0,43.6,30.0,11,0.0,0,0,0,0,0,2,EVT-0008511,2026-06-01
AST-001835,Traction,OHE Contact/Catenary,traction power collection,BBSN,BHUBANESWAR NEW,ECoR,Orissa,SEC-BBSN-MACR,2.2,HIGH,63.0,18.0,0.3888,14.0,1,9.0,45.1,30.0,250,220.0,0,0,0,0,1,3,EVT-0008481,2026-05-30
AST-001836,Traction,OHE Contact/Catenary,traction power collection,RBD,RAHIMABAD,NER,Uttar Pradesh,SEC-RBD-SAN,15.6,HIGH,68.1,148.0,0.9412,2.0,1,73.0,64.8,30.0,14,0.0,1,1,0,1,1,3,EVT-0004373,2025-09-29
AST-001837,Traction,OHE Contact/Catenary,traction power collection,BRC,VADODARA JN,WR,Gujarat,SEC-BRC-VS,9.5,CRITICAL,80.4,212.0,0.9934,4.0,1,97.0,78.7,30.0,134,104.0,1,1,1,1,1,5,EVT-0009520,2026-08-02
AST-001838,S&T,Colour Light Signal,movement authority indication,KBN,KARBIGWAN,NR,Uttar Pradesh,SEC-KBN-PMPR,3.3,CRITICAL,82.7,143.0,0.9363,3.0,1,78.0,72.2,30.0,55,25.0,0,0,0,0,0,2,EVT-0002899,2025-07-03
AST-001839,Traction,Cantilever Assembly,OHE geometry,SGP,SOHAGPUR,WCR,Madhya Pradesh,SEC-SGP-SXF,3.0,HIGH,63.8,111.0,0.8597,2.0,1,45.0,59.2,30.0,213,183.0,2,1,1,1,0,7,EVT-0008112,2026-05-10
AST-001840,S&T,Axle Counter,train detection,HRH,HARTHALA,NER,Uttar Pradesh,SEC-HRH-LPB,8.5,CRITICAL,81.6,79.0,0.7676,2.0,0,52.0,70.6,30.0,56,26.0,0,0,0,0,0,2,EVT-0007402,2026-03-29
AST-001841,S&T,Point Machine,route setting,JJG,JiaGanj,ER,West Bengal,SEC-JJG-ACLE,6.7,HIGH,67.2,18.0,0.3888,2.0,0,11.0,46.2,14.0,40,26.0,1,1,1,0,1,4,EVT-0008588,2026-06-06
AST-001842,S&T,Axle Counter,train detection,BUW,BURHWAL,NER,Uttar Pradesh,SEC-BUW-CKG,9.3,CRITICAL,79.1,101.0,0.8329,6.0,1,45.0,73.6,30.0,180,150.0,0,0,0,0,1,4,EVT-0008249,2026-05-18
AST-001843,Traction,OHE Contact/Catenary,traction power collection,CKB,CHAUTH KA BARWARA,WCR,Rajasthan,SEC-CKB-SURL,11.6,HIGH,61.6,46.0,0.634,2.0,1,18.0,46.3,30.0,281,251.0,1,0,0,0,1,4,EVT-0008813,2026-06-22
AST-001844,Engineering,Points & Crossing,route setting and derailment prevention,SRC,SANTRAGACHI JN,SER,West Bengal,SEC-SRC-RMJ,8.0,CRITICAL,82.2,182.0,0.9764,4.0,1,104.0,78.3,14.0,93,79.0,1,1,0,0,0,4,EVT-0009750,2026-08-16
AST-001845,Engineering,Bridge/Culvert,structural route continuity,PPE,PAINTEPUR,NER,Uttar Pradesh,SEC-PPE-TSF,5.9,HIGH,62.0,20.0,0.4152,3.0,1,8.0,38.3,90.0,241,151.0,0,0,0,0,0,1,EVT-0005144,2025-11-16
AST-001846,Engineering,Rail/Track Section,direct train running safety,KPLE,KOPAI,ER,West Bengal,SEC-KPLE-PNE,8.6,HIGH,65.2,77.0,0.7614,2.0,1,39.0,54.2,30.0,26,0.0,0,0,0,0,0,2,EVT-0005175,2025-11-18
AST-001847,S&T,Point Machine,route setting,HUK,HOLAMBI KALAN,NR,Delhi NCT,SEC-HUK-KHKN,1.9,CRITICAL,87.3,93.0,0.8077,2.0,0,73.0,74.2,14.0,208,194.0,0,0,0,0,1,3,EVT-0009779,2026-08-18
AST-001848,Engineering,Ballast/Formation Zone,track geometry and drainage,MNU,MUNDIKOTA,SECR,Maharashtra,SEC-MNU-TRO,9.5,MEDIUM,50.1,79.0,0.7676,2.0,1,19.0,50.7,60.0,78,18.0,0,0,0,0,1,1,EVT-0001538,2025-04-05
AST-001849,Traction,Circuit Breaker/Interrupter,traction protection and isolation,SRPJ,SWARUPGANJ,NWR,Rajasthan,SEC-SRPJ-BMN,15.1,HIGH,73.9,60.0,0.7026,2.0,0,38.0,65.1,30.0,22,0.0,0,0,0,0,0,1,EVT-0002603,2025-06-12
AST-001850,Engineering,Rail/Track Section,direct train running safety,ABR,ABU ROAD,NWR,Rajasthan,SEC-ABR-MXO,19.5,HIGH,68.8,60.0,0.7026,2.0,1,18.0,51.8,30.0,34,4.0,0,0,0,0,1,3,EVT-0007849,2026-04-25
AST-001851,S&T,Point Machine,route setting,BHD,BADLI,NR,Delhi NCT,SEC-BHD-KHKN,8.1,CRITICAL,81.0,93.0,0.8077,2.0,0,52.0,72.7,14.0,26,12.0,0,0,0,0,1,2,EVT-0001939,2025-05-01
AST-001852,Traction,OHE Contact/Catenary,traction power collection,ARG,ANGAR GHAT,ECR,Bihar,SEC-ARG-ROA,2.2,HIGH,60.4,21.0,0.4264,4.0,1,9.0,42.6,30.0,167,137.0,0,0,0,0,0,4,EVT-0008521,2026-06-02
AST-001853,Traction,Section Insulator,electrical sectioning,KTI,KANTI,ECR,Bihar,SEC-KTI-KVC,5.3,MEDIUM,55.2,38.0,0.5758,2.0,1,12.0,41.5,30.0,379,349.0,1,0,0,1,1,3,EVT-0009284,2026-07-20
AST-001854,Traction,OHE Contact/Catenary,traction power collection,RU,RENIGUNTA JN,SCR,Andhra Pradesh,SEC-RU-TPTY,5.9,HIGH,73.3,88.0,0.7972,6.0,1,23.0,70.2,30.0,51,21.0,0,0,0,0,0,2,EVT-0008437,2026-05-28
AST-001855,Engineering,Sleeper/Fastening Zone,track gauge and stability,NHT,NALHATI JN,ER,West Bengal,SEC-NHT-SDLE,10.2,HIGH,69.2,81.0,0.7777,5.0,1,27.0,68.1,30.0,5,0.0,0,0,0,0,1,2,EVT-0006016,2026-01-06
AST-001856,Traction,OHE Contact/Catenary,traction power collection,APL,APPIKATLA,SCR,Andhra Pradesh,SEC-APL-BPP,8.9,HIGH,74.4,180.0,0.9723,2.0,1,91.0,68.1,30.0,157,127.0,1,0,0,0,1,2,EVT-0006303,2026-01-24
AST-001857,S&T,Interlocked Level Crossing,road-rail protection,KOG,KONNAGAR,ER,West Bengal,SEC-KOG-HMZ,8.5,HIGH,75.8,61.0,0.7088,2.0,0,43.0,65.9,14.0,163,149.0,2,1,0,1,1,6,EVT-0009350,2026-07-24
AST-001858,S&T,Interlocked Level Crossing,road-rail protection,VKDH,VEER KUNWAR HALT,ECR,Bihar,SEC-VKDH-TWG,10.5,HIGH,74.0,56.0,0.6852,4.0,1,30.0,60.2,14.0,9,0.0,0,0,0,0,1,3,EVT-0009751,2026-08-16
AST-001859,Traction,Section Insulator,electrical sectioning,UKD,ULINDAKONDA,SCR,Andhra Pradesh,SEC-UKD-VDI,22.3,MEDIUM,54.9,37.0,0.5645,2.0,1,13.0,40.8,30.0,156,126.0,0,0,0,0,0,3,EVT-0008327,2026-05-23
AST-001860,S&T,Electronic Interlocking,route locking and conflict prevention,KSO,KHEMASULI,SER,West Bengal,SEC-KSO-KKQ,8.0,CRITICAL,84.6,66.0,0.721,2.0,0,44.0,68.8,30.0,284,254.0,0,0,0,0,0,4,EVT-0008368,2026-05-25
AST-001861,Traction,Section Insulator,electrical sectioning,DPE,DEVARAPALLE,SWR,Karnataka,SEC-DPE-MWM,11.3,MEDIUM,50.6,2.0,0.0714,9.0,1,1.0,24.6,30.0,71,41.0,0,0,0,0,1,2,EVT-0005946,2026-01-03
AST-001862,Engineering,Bridge/Culvert,structural route continuity,NIIJ,NILAJE,CR,Maharashtra,SEC-NIIJ-TPND,3.7,HIGH,68.7,53.0,0.6715,2.0,1,21.0,50.1,90.0,196,106.0,1,0,0,0,1,3,EVT-0007943,2026-04-29
AST-001863,S&T,Point Machine,route setting,DTE,DEULTI,SER,West Bengal,SEC-DTE-GGTA,2.5,CRITICAL,79.3,182.0,0.9764,3.0,1,82.0,73.5,14.0,21,7.0,0,0,0,0,0,3,EVT-0008457,2026-05-29
AST-001864,S&T,Interlocked Level Crossing,road-rail protection,DRN,DEORANIAN,NER,Uttar Pradesh,SEC-DRN-RR,8.0,HIGH,64.0,15.0,0.3474,2.0,0,8.0,43.1,14.0,418,404.0,1,1,1,1,0,5,EVT-0007774,2026-04-20
AST-001865,Engineering,Sleeper/Fastening Zone,track gauge and stability,BPW,BURHPURA,NCR,Uttar Pradesh,SEC-BPW-BZY,4.9,HIGH,70.0,190.0,0.9882,2.0,1,70.0,67.9,30.0,31,1.0,0,0,0,0,0,2,EVT-0008679,2026-06-12
AST-001866,S&T,Interlocked Level Crossing,road-rail protection,RLP,HARLAPUR,SWR,Karnataka,SEC-RLP-SOQ,5.6,HIGH,66.6,28.0,0.4996,2.0,0,15.0,52.1,14.0,19,5.0,0,0,0,0,0,3,EVT-0008597,2026-06-07
AST-001868,Engineering,Sleeper/Fastening Zone,track gauge and stability,KDKN,KENDUKANA,NFR,Assam,SEC-KDKN-RNY,20.2,HIGH,68.5,67.0,0.7243,3.0,1,22.0,57.0,30.0,348,318.0,0,0,0,0,1,4,EVT-0008938,2026-06-28
AST-001869,Traction,OHE Contact/Catenary,traction power collection,AKP,ANAKAPALLE,ECoR,Andhra Pradesh,SEC-AKP-THY,6.9,CRITICAL,78.3,133.0,0.9158,3.0,1,70.0,69.9,30.0,67,37.0,0,0,0,0,0,4,EVT-0008453,2026-05-29
AST-001870,Traction,Section Insulator,electrical sectioning,KASU,KASU,CR,Maharashtra,SEC-KASU-PEN,6.3,HIGH,70.5,51.0,0.66,4.0,1,18.0,57.9,30.0,57,27.0,0,0,0,0,0,3,EVT-0008544,2026-06-03
AST-001871,S&T,Interlocked Level Crossing,road-rail protection,BRGT,BHERAGHAT,WCR,Madhya Pradesh,SEC-BRGT-KEQ,3.9,CRITICAL,82.1,111.0,0.8597,2.0,0,72.0,75.8,14.0,13,0.0,1,0,0,0,0,2,EVT-0004923,2025-11-02
AST-001872,Traction,OHE Contact/Catenary,traction power collection,BARN,BARANAGAR ROAD,ER,West Bengal,SEC-BARN-DDJ,2.2,HIGH,66.9,48.0,0.641,5.0,1,15.0,60.0,30.0,290,260.0,1,0,0,1,1,2,EVT-0009744,2026-08-16
AST-001873,Engineering,Ballast/Formation Zone,track geometry and drainage,AMB,AMBODALA,ECoR,Orissa,SEC-AMB-LJR,23.9,MEDIUM,47.7,32.0,0.5312,2.0,1,4.0,37.1,60.0,95,35.0,0,0,0,0,0,2,EVT-0006390,2026-01-30
AST-001874,S&T,Electronic Interlocking,route locking and conflict prevention,JCU,JAICHOLI,WCR,Rajasthan,SEC-JCU-PNGR,14.8,CRITICAL,81.6,58.0,0.6949,2.0,0,44.0,66.6,30.0,151,121.0,1,0,0,1,0,2,EVT-0009710,2026-08-14
AST-001875,Traction,OHE Contact/Catenary,traction power collection,BGDA,Bogada,?,Orissa,SEC-BGDA-PRDP,5.0,MEDIUM,45.3,2.0,0.0714,2.0,1,0.0,11.3,30.0,80,50.0,1,1,0,1,0,6,EVT-0009964,2026-08-28
AST-001876,Engineering,Rail/Track Section,direct train running safety,MQL,MIRKHAL,SCR,Maharashtra,SEC-MQL-PIZ,8.3,HIGH,65.3,48.0,0.641,2.0,1,16.0,47.6,30.0,82,52.0,0,0,0,0,1,3,EVT-0008319,2026-05-22
AST-001877,Engineering,Bridge/Culvert,structural route continuity,KSNG,KESINGA,ECoR,Orissa,SEC-KSNG-TIG,8.0,HIGH,64.5,34.0,0.5479,4.0,1,11.0,50.3,90.0,10,0.0,1,0,0,0,1,7,EVT-0007851,2026-04-25
AST-001878,S&T,Interlocked Level Crossing,road-rail protection,KURJ,KHAJURAHO,NCR,Madhya Pradesh,SEC-KURJ-RJAK,4.5,MEDIUM,56.1,6.0,0.1827,2.0,0,3.0,32.1,14.0,80,66.0,1,1,0,1,0,3,EVT-0008330,2026-05-23
AST-001879,Engineering,Rail/Track Section,direct train running safety,PY,PERUNDURAI,SR,Tamil Nadu,SEC-PY-TPM,4.2,HIGH,73.0,131.0,0.9079,2.0,1,68.0,64.2,30.0,342,312.0,0,0,0,0,0,3,EVT-0009848,2026-08-21
AST-001880,S&T,Point Machine,route setting,CGI,CHANDRAGIRI,SCR,Andhra Pradesh,SEC-CGI-KEN,6.2,CRITICAL,78.2,57.0,0.692,2.0,0,41.0,65.6,14.0,177,163.0,0,0,0,0,0,4,EVT-0008487,2026-05-31
AST-001881,S&T,Point Machine,route setting,RPH,RAMPUR HAT,ER,West Bengal,SEC-RPH-TPF,0.7,HIGH,73.5,102.0,0.8346,3.0,1,48.0,64.3,14.0,17,3.0,0,0,0,0,1,1,EVT-0000121,2025-01-07
AST-001882,Traction,Section Insulator,electrical sectioning,GEK,GEGAL AKHRI,NWR,Rajasthan,SEC-GEK-LR,11.6,HIGH,64.8,68.0,0.7271,2.0,1,26.0,52.2,30.0,53,23.0,1,0,0,1,0,3,EVT-0006076,2026-01-09
AST-001883,Traction,Traction Substation,traction power supply,PMK,PARAMAKKUDI,SR,Tamil Nadu,SEC-PMK-SUX,15.1,HIGH,67.3,20.0,0.4152,2.0,0,13.0,47.7,30.0,72,42.0,0,0,0,0,0,2,EVT-0008342,2026-05-23
AST-001884,Engineering,Rail/Track Section,direct train running safety,KTCH,KAITHALKUCHI,NFR,Assam,SEC-KTCH-NLV,4.5,HIGH,68.4,69.0,0.7302,2.0,1,28.0,53.3,30.0,159,129.0,1,0,0,0,0,3,EVT-0005284,2025-11-24
AST-001885,S&T,Axle Counter,train detection,TMD,TALMADLA,SCR,Andhra Pradesh,SEC-TMD-THPR,11.8,HIGH,69.4,32.0,0.5312,2.0,0,19.0,54.6,30.0,72,42.0,0,0,0,0,1,1,EVT-0000158,2025-01-09
AST-001886,Traction,Circuit Breaker/Interrupter,traction protection and isolation,UBR,UMBARGAM ROAD,WR,Gujarat,SEC-UBR-BRRD,10.1,CRITICAL,82.4,180.0,0.9723,2.0,0,108.0,82.1,30.0,99,69.0,2,0,0,2,0,6,EVT-0009296,2026-07-21
AST-001887,Engineering,Points & Crossing,route setting and derailment prevention,NLRD,NECKLACE ROAD,SCR,Andhra Pradesh,SEC-NLRD-HSJ,8.7,HIGH,73.2,106.0,0.8495,3.0,1,42.0,65.0,14.0,166,152.0,0,0,0,0,1,2,EVT-0007464,2026-04-02
AST-001888,Traction,Feeder/Return Conductor,traction current path,SBH,SULEBHAVI,SWR,Karnataka,SEC-SBH-SUL,11.3,MEDIUM,53.3,44.0,0.6226,2.0,1,16.0,43.6,60.0,343,283.0,1,0,0,1,0,3,EVT-0007381,2026-03-28
AST-001889,Engineering,Ballast/Formation Zone,track geometry and drainage,BAQ,GANJ BASODA,WCR,Madhya Pradesh,SEC-BAQ-RKRI,5.2,HIGH,61.1,188.0,0.9812,3.0,1,82.0,69.2,60.0,106,46.0,0,0,0,0,0,3,EVT-0006006,2026-01-06
AST-001890,S&T,Colour Light Signal,movement authority indication,GER,GERATPUR,WR,Gujarat,SEC-GER-BJD,7.9,CRITICAL,85.7,174.0,0.9629,2.0,0,101.0,82.4,30.0,53,23.0,0,0,0,0,0,2,EVT-0006656,2026-02-14
AST-001891,Traction,OHE Contact/Catenary,traction power collection,NTT,NATHAPETTAI,SR,Tamil Nadu,SEC-NTT-WJ,9.3,MEDIUM,54.7,17.0,0.3714,3.0,1,5.0,34.1,30.0,468,438.0,0,0,0,0,0,5,EVT-0009995,2026-08-30
AST-001892,Traction,Traction Substation,traction power supply,MANA,MANA,CR,Maharashtra,SEC-MANA-MNDA,13.3,HIGH,77.5,87.0,0.7933,2.0,0,61.0,71.0,30.0,33,3.0,0,0,0,0,1,4,EVT-0008799,2026-06-21
AST-001893,Engineering,Rail/Track Section,direct train running safety,BLRG,BALASIRING,SER,Jharkhand,SEC-BLRG-YPR,10.2,MEDIUM,49.6,1.0,0.0163,17.0,1,0.0,21.3,30.0,83,53.0,0,0,0,0,1,3,EVT-0004718,2025-10-20
AST-001894,S&T,Colour Light Signal,movement authority indication,PUDI,PUDI,SCR,Andhra Pradesh,SEC-PUDI-SVF,3.3,HIGH,72.7,28.0,0.4996,5.0,1,14.0,53.7,30.0,9,0.0,0,0,0,0,0,1,EVT-0004129,2025-09-16
AST-001895,Engineering,Ballast/Formation Zone,track geometry and drainage,ALK,ALAKKUDI,SR,Tamil Nadu,SEC-ALK-BAL,4.4,MEDIUM,43.2,36.0,0.5623,3.0,1,6.0,41.7,60.0,184,124.0,1,1,0,0,0,5,EVT-0008545,2026-06-03
AST-001896,Engineering,Level Crossing Surface,road-rail interface,PLO,PULGAON JN,CR,Maharashtra,SEC-PLO-KAOT,2.2,MEDIUM,56.2,89.0,0.8009,3.0,1,29.0,58.1,30.0,42,12.0,0,0,0,0,1,2,EVT-0008888,2026-06-26
AST-001897,Traction,Circuit Breaker/Interrupter,traction protection and isolation,ITA,ITOLA,WR,Gujarat,SEC-ITA-KSPR,19.2,CRITICAL,83.9,212.0,0.9934,2.0,0,132.0,83.6,30.0,58,28.0,0,0,0,0,1,2,EVT-0004219,2025-09-21
AST-001898,Traction,OHE Contact/Catenary,traction power collection,BLH,BELGHARIA,ER,West Bengal,SEC-BLH-DDJ,18.3,HIGH,75.7,74.0,0.7555,5.0,1,22.0,68.5,30.0,49,19.0,0,0,0,0,0,6,EVT-0008471,2026-05-30
AST-001899,Engineering,Ballast/Formation Zone,track geometry and drainage,GRO,GURRA,WCR,Madhya Pradesh,SEC-GRO-SQL,6.7,MEDIUM,58.6,111.0,0.8597,2.0,1,38.0,57.9,60.0,180,120.0,0,0,0,0,1,3,EVT-0003585,2025-08-16
AST-001901,S&T,Colour Light Signal,movement authority indication,MALK,MALKAPUR ROAD,CR,Madhya Pradesh,SEC-MALK-BZU,6.5,CRITICAL,86.8,134.0,0.9165,2.0,0,101.0,80.1,30.0,8,0.0,1,0,0,0,0,3,EVT-0006650,2026-02-14
AST-001902,Traction,OHE Contact/Catenary,traction power collection,BUA,BARADWAR,SECR,Chhattisgarh,SEC-BUA-SGRD,4.2,HIGH,67.9,61.0,0.7088,3.0,1,16.0,56.0,30.0,14,0.0,0,0,0,0,1,2,EVT-0009928,2026-08-26
AST-001903,Traction,Traction Substation,traction power supply,MBWC,MORADABAD WEST,NER,Uttar Pradesh,SEC-MBWC-MB,13.1,HIGH,68.8,27.0,0.4855,5.0,1,12.0,51.9,30.0,16,0.0,0,0,0,0,0,1,EVT-0000489,2025-01-30
AST-001904,S&T,Axle Counter,train detection,LOG,LOHGARA,NCR,Uttar Pradesh,SEC-LOG-MFX,1.7,CRITICAL,83.3,109.0,0.8564,2.0,0,72.0,75.9,30.0,144,114.0,0,0,0,0,1,4,EVT-0009595,2026-08-08
AST-001905,Engineering,Points & Crossing,route setting and derailment prevention,KOHL,KOHLI,SECR,Maharashtra,SEC-KOHL-KSWR,7.7,CRITICAL,87.0,125.0,0.895,2.0,0,86.0,79.0,14.0,279,265.0,0,0,0,0,1,2,EVT-0004972,2025-11-05
AST-001906,Traction,Circuit Breaker/Interrupter,traction protection and isolation,FZL,FAZALPUR,NR,Uttar Pradesh,SEC-FZL-MZM,10.6,HIGH,73.7,89.0,0.8009,3.0,1,40.0,62.5,30.0,219,189.0,0,0,0,0,1,4,EVT-0008992,2026-07-02
AST-001907,Engineering,Sleeper/Fastening Zone,track gauge and stability,KRTA,KARKATA,ECR,Jharkhand,SEC-KRTA-SQS,12.2,MEDIUM,43.3,1.0,0.0163,4.0,1,0.0,15.7,30.0,50,20.0,0,0,0,0,0,2,EVT-0005628,2025-12-14
AST-001908,Traction,Section Insulator,electrical sectioning,KFI,KAPPIL,SR,Kerala,SEC-KFI-PVU,5.8,HIGH,67.8,104.0,0.8436,2.0,1,38.0,59.3,30.0,56,26.0,0,0,0,0,1,3,EVT-0009243,2026-07-18
AST-001909,Engineering,Points & Crossing,route setting and derailment prevention,KPQ,KANNAPURAM,SR,Kerala,SEC-KPQ-PAZ,7.6,CRITICAL,80.2,70.0,0.7353,2.0,0,46.0,68.5,14.0,32,18.0,0,0,0,0,0,1,EVT-0001146,2025-03-11
AST-001910,S&T,Colour Light Signal,movement authority indication,TMT,TIMTALA,CR,Maharashtra,SEC-TMT-MLR,15.1,CRITICAL,82.8,87.0,0.7933,2.0,0,57.0,72.3,30.0,84,54.0,0,0,0,0,1,1,EVT-0000303,2025-01-19
AST-001911,Traction,Cantilever Assembly,OHE geometry,KPTO,KARANPUR ATO,ER,Jharkhand,SEC-KPTO-TLJ,5.3,MEDIUM,52.7,13.0,0.3145,6.0,1,7.0,38.5,30.0,408,378.0,0,0,0,0,0,4,EVT-0008619,2026-06-08
AST-001912,Traction,OHE Contact/Catenary,traction power collection,KBT,KADAMBATTUR,SR,Tamil Nadu,SEC-KBT-SPAM,5.5,HIGH,71.5,126.0,0.897,2.0,1,66.0,63.2,30.0,235,205.0,2,1,1,1,1,5,EVT-0008122,2026-05-10
AST-001913,S&T,Track Circuit,train detection,GHN,GHORPARAN,ER,Jharkhand,SEC-GHN-NRGO,10.9,HIGH,68.6,21.0,0.4264,4.0,1,9.0,44.6,30.0,428,398.0,0,0,0,0,1,3,EVT-0009917,2026-08-25
AST-001914,Engineering,Sleeper/Fastening Zone,track gauge and stability,GMN,GOREGAON,WR,Maharashtra,SEC-GMN-JOS,1.7,HIGH,68.0,106.0,0.8495,2.0,1,45.0,59.7,30.0,120,90.0,0,0,0,0,0,2,EVT-0007165,2026-03-16
AST-001915,S&T,Axle Counter,train detection,TNP,TONDIARPETTAI,SR,Tamil Nadu,SEC-TNP-KOK,2.9,CRITICAL,85.6,114.0,0.87,2.0,0,83.0,77.2,30.0,49,19.0,1,1,1,1,0,6,EVT-0009025,2026-07-04
AST-001916,S&T,Point Machine,route setting,KDM,KESAMUDRAM,SCR,Andhra Pradesh,SEC-KDM-INK,10.6,CRITICAL,85.2,133.0,0.9158,2.0,0,81.0,79.7,14.0,324,310.0,1,1,1,1,1,5,EVT-0009358,2026-07-24
AST-001917,Engineering,Rail/Track Section,direct train running safety,CCAB,BMY C CABIN,SECR,Chhattisgarh,SEC-CCAB-GCAB,4.6,HIGH,64.3,40.0,0.5878,7.0,1,17.0,56.4,30.0,62,32.0,0,0,0,0,0,3,EVT-0009414,2026-07-27
AST-001918,Engineering,Level Crossing Surface,road-rail interface,KWO,KARAUTA,ECR,Bihar,SEC-KWO-TKBG,0.5,MEDIUM,57.8,145.0,0.9379,4.0,1,82.0,70.0,30.0,12,0.0,0,0,0,0,1,4,EVT-0007569,2026-04-07
AST-001919,Engineering,Bridge/Culvert,structural route continuity,BNPT,BENNIPATTI PIRAPUR,ECR,Bihar,SEC-BNPT-GWH,2.1,HIGH,67.6,21.0,0.4264,8.0,1,8.0,48.4,90.0,194,104.0,0,0,0,0,0,4,EVT-0008348,2026-05-24
AST-001920,S&T,Colour Light Signal,movement authority indication,AMO,Amolwa,ECR,Bihar,SEC-AMO-GAH,11.3,MEDIUM,57.3,6.0,0.1827,3.0,1,2.0,24.4,30.0,61,31.0,0,0,0,0,1,2,EVT-0007146,2026-03-14
AST-001921,Engineering,Points & Crossing,route setting and derailment prevention,SBPD,SAMBALPUR ROAD,SER,Orissa,SEC-SBPD-SBP,12.9,HIGH,76.1,49.0,0.6472,13.0,1,19.0,62.6,14.0,36,22.0,1,0,0,0,0,4,EVT-0009935,2026-08-26
